stateabb,ccode,year,milex,milper,irst,pec,tpop,upop,cinc,home1,home2,home3,territory1,territory2,base1,base2,base3,colony8,colony1,colony2,colony3,colony4,colony5,colony6,colony7
HON,91,1933,750,1,0,0,1010,0,0.000164879,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1934,900,2,0,0,1020,0,0.000184157,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1935,1000,2,0,0,1040,0,0.000171426,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1936,1000,2,0,0,1060,0,0.000173589,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1937,1100,2,0,0,1080,0,0.000171151,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1938,1000,2,0,0,1100,0,0.000169847,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1939,1095,1,0,0,1120,0,0.000141629,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1940,1040,-9,0,0,1150,0,0.000154843,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1941,-9,-9,0,0,1170,0,0.000196197,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1942,1184,-9,0,0,1200,0,0.000164898,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1943,1208,-9,0,0,1210,0,0.00016495,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1944,1141,-9,0,0,1240,0,0.000161518,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1945,1217,-9,0,0,1260,0,0.000157709,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1946,1814,3,0,0,1290,0,0.000179269,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1947,2402,3,0,0,1320,0,0.000157896,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1948,3627,3,0,0,1353,0,0.000163757,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1949,2843,3,0,0,1389,0,0.00015102,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1950,2794,3,0,6,1445,0,0.000151781,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1951,3168,3,0,7,1485,0,0.000147311,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1952,3218,3,0,7,1528,0,0.000141064,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1953,3020,3,0,8,1570,0,0.000140952,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1954,3200,3,0,7,1617,0,0.000140407,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1955,3200,4,0,7,1665,0,0.000146892,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1956,4650,4,0,8,1715,0,0.000150691,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1957,4450,4,0,9,1768,0,0.000151534,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1958,4550,4,0,10,1823,107,0.000196627,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1959,4650,4,0,11,1880,112,0.000198017,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1960,4100,4,0,12,1943,129,0.000197591,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1961,7200,6,0,13,1885,143,0.000216445,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1962,7250,6,0,13,2066,156,0.000221863,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1963,7700,4,0,14,2129,172,0.000207532,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1964,5400,4,0,16,2193,189,0.000208096,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1965,5700,5,0,22,2256,208,0.000222622,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1966,6200,5,0,25,2320,228,0.000223482,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1967,6150,5,0,29,2401,251,0.000227632,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1968,6200,5,0,566,2483,276,0.000245728,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1969,7100,6,0,876,2565,304,0.000265349,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1970,8750,6,0,1974,2639,335,0.000291719,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1971,11400,8,0,1754,2720,350,0.000302907,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1972,15450,12,0,1910,2805,365,0.000333287,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1973,15950,12,0,1932,2895,407,0.000338222,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1974,16900,10,0,1975,2991,423,0.00032334,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1975,21400,12,0,2046,3093,465,0.000345504,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1976,23700,12,0,1960,3202,508,0.000350448,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1977,25250,12,0,2048,3318,550,0.000358901,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1978,31400,14,0,1991,3439,593,0.000376325,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1979,33000,14,0,2120,3564,635,0.000382449,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1980,59000,14,0,2218,3691,677,0.000396407,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1981,45000,17,0,1846,3821,720,0.000408808,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1982,60000,17,0,1727,3955,796,0.000420999,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1983,70000,19,0,2038,4092,872,0.000449751,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1984,90000,20,0,2036,4232,947,0.000464277,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1985,71580,21,0,2116,4372,1023,0.000477234,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1986,67500,20,0,2171,4514,1099,0.00047655,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1987,138000,20,0,2270,4656,1131,0.000491089,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1988,124000,19,0,2512,4802,1410,0.0005198,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1989,138000,19,0,2598,4951,1203,0.00049981,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1990,45700,18,8,3695,5105,1241,0.000487401,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1991,61000,17,8,3664,5265,1279,0.000505615,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1992,42450,17,8,3705,5427,1327,0.000513595,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1993,44000,17,8,3130,5595,1352,0.000504728,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1994,45000,17,8,3177,5770,1378,0.000503741,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1995,54000,17,8,3219,5953,1403,0.000504351,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1996,100000,10,8,3257,6140,1429,0.000460358,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1997,101000,10,8,3223,6338,1454,0.000458982,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1998,99000,7,8,3361,6147,1480,0.000429031,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,1999,95000,8,8,2434,6316,1505,0.000422962,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2000,95000,8,8,2532,6485,1531,0.000422105,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2001,96000,8,8,2561,6530,1556,0.000424694,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2002,55000,8,0,2732,6496,1288,0.000413352,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2003,53000,12,0,2921,6628,1332,0.000447761,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2004,52000,12,0,3098,6762,1376,0.000450125,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2005,53000,12,0,3329,6899,1423,0.000454649,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2006,55000,12,0,3424,7037,1471,0.000457405,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2007,76000,12,0,3656,7178,1521,0.00046415,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2008,96000,12,0,3660,7322,1573,0.000465251,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2009,111000,12,0,3706,7470,1626,0.000467918,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2010,135000,12,0,3765,7621,1682,0.000469843,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2011,141000,12,0,4153,7777,2055,0.000502535,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2012,151000,12,0,4463,7936,2145,0.000509229,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2013,177000,12,0,4352,8658,1869,0.000495729,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2014,216000,12,0,4471,8809,1934,0.000502382,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2015,249000,12,0,4842,8961,2000,0.000513293,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
HON,91,2016,295000,11,0,4943,9113,2069,0.000514373,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1875,-9,1,0,0,544,0,0.000178046,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1876,164,1,0,0,555,0,0.000296294,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1877,-9,1,0,0,566,0,0.000177546,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1878,-9,1,0,0,577,0,0.000174643,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1879,-9,1,0,0,588,0,0.000182458,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1880,-9,1,0,0,600,0,0.000183561,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1881,180,1,0,0,612,0,0.000324844,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1882,187,1,0,0,624,0,0.000324847,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1883,112,1,0,0,636,0,0.000266876,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1884,111,1,0,0,644,0,0.000258267,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1885,123,1,0,0,651,0,0.000267384,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1886,-9,2,0,0,658,0,0.000232733,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1887,106,2,0,0,665,0,0.000284739,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1888,116,2,0,0,671,0,0.0002794,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1889,140,2,0,0,682,0,0.000301834,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1890,408,2,0,0,689,0,0.000502194,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1891,-9,4,0,0,693,0,0.000305445,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1892,248,4,0,0,704,0,0.000452323,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1893,247,4,0,0,723,0,0.000446246,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1894,396,4,0,0,738,0,0.000549739,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1895,-9,4,0,0,754,0,0.000304766,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1896,283,4,0,0,765,0,0.000461855,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1897,-9,3,0,0,779,0,0.000263049,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1898,-9,3,0,0,786,0,0.000253787,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1899,-9,3,0,0,792,0,0.000260031,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1900,153,4,0,0,800,0,0.000306128,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1901,163,3,0,0,820,0,0.000286003,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1902,180,3,0,0,840,0,0.000297149,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1903,140,4,0,0,860,0,0.000311597,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1904,154,3,0,0,870,0,0.000281368,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1905,177,3,0,0,890,0,0.000257381,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1906,191,3,0,0,910,0,0.000292932,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1907,200,3,0,0,930,0,0.000306746,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1908,-9,3,0,0,950,0,0.000261069,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1909,255,3,0,0,970,0,0.000318877,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1910,243,3,0,0,990,0,0.000314187,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1911,242,3,0,0,1000,0,0.000304643,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1912,281,3,0,0,1020,0,0.000318199,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1913,262,3,0,0,1040,0,0.000289896,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1914,1655,3,0,0,1060,0,0.000253064,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1915,-9,3,0,0,1070,0,0.000194481,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1916,-9,3,0,0,1100,0,0.000198868,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1917,-9,3,0,0,1110,0,0.00019731,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1918,-9,3,0,0,1130,0,0.000200318,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1919,-9,3,0,0,1150,0,0.000235542,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1920,1529,3,0,0,1170,0,0.000239467,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1921,169,4,0,0,1190,0,0.000219402,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1922,167,4,0,0,1220,0,0.00023447,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1923,137,4,0,0,1240,0,0.000250847,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1924,135,4,0,0,1270,0,0.000276209,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1925,165,3,0,0,1300,0,0.000252659,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1926,170,3,0,0,1330,0,0.00025464,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1927,199,3,0,0,1350,0,0.000256783,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1928,255,3,0,0,1390,0,0.00026063,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1929,219,3,0,0,1410,0,0.000260429,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1930,156,3,0,0,1440,0,0.000259903,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1931,158,3,0,0,1460,0,0.000260677,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1932,126,3,0,0,1470,0,0.000259162,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1933,115,3,0,0,1490,0,0.000253168,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1934,972,3,0,0,1510,0,0.000266248,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1935,1640,3,0,0,1530,0,0.000255762,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1936,1476,2,0,0,1550,0,0.000235906,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1937,1360,2,0,0,1570,0,0.00022871,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1938,1440,3,0,0,1590,0,0.000247698,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1939,1480,3,0,0,1610,0,0.000225989,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1940,-9,-9,0,0,1630,0,0.000266953,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1941,-9,-9,0,0,1650,0,0.000276688,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1942,1465,-9,0,0,1680,0,0.000230448,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1943,1350,-9,0,0,1690,0,0.000229951,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1944,1462,-9,0,0,1720,0,0.000223914,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1945,1801,-9,0,0,1740,0,0.000217958,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1946,1516,3,0,0,1760,106,0.000320768,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1947,1802,3,0,0,1780,116,0.000280491,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1948,2362,3,0,0,1811,126,0.000284687,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1949,2801,3,0,0,1835,137,0.000274794,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1950,3944,3,0,8,1859,149,0.000281133,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1951,4741,3,0,9,1912,162,0.000281954,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1952,5080,3,0,11,1965,171,0.000269758,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1953,6154,3,0,15,2020,177,0.000271959,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1954,5800,3,0,16,2077,184,0.000269565,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1955,6560,7,0,18,2135,191,0.000295803,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1956,6960,7,0,20,2195,195,0.00029657,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1957,7680,7,0,23,2257,204,0.000299417,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1958,7600,7,0,26,2321,213,0.00030071,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1959,6240,7,0,29,2386,222,0.000299257,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1960,6120,7,0,31,2578,231,0.000299474,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1961,6200,6,0,34,2526,241,0.000285168,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1962,8680,6,0,37,2627,251,0.000285577,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1963,8520,3,0,42,2721,261,0.000260511,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1964,8000,4,0,47,2824,273,0.000270036,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1965,9040,4,0,51,2928,284,0.000275596,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1966,9200,4,0,59,3037,470,0.000324483,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1967,9480,4,3,64,3151,539,0.000341422,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1968,9240,4,3,897,3266,608,0.000376676,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1969,10480,4,3,668,3390,625,0.000372307,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1970,9960,4,8,1692,3534,647,0.000393442,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1971,11960,6,9,2174,3647,668,0.000419049,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1972,12520,8,6,2269,3668,690,0.000426573,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1973,25060,8,10,2539,3771,711,0.000436498,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1974,26040,8,10,2617,3887,733,0.000433575,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1975,27880,8,10,2681,4005,754,0.000434518,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1976,37920,8,10,2826,4122,776,0.000438683,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SAL,92,1977,50000,8,62,2967,4255,798,0.000458034,5,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
